REF_DATE,GEO,Sex,Characteristics,Primary_Types,Stage
2011,Newfoundland and Labrador,Males,Cancer incidence rate,Colon excluding rectum ,Stage unknown 
2011,Newfoundland and Labrador,Males,"Low 95% confidence interval, cancer incidence rate",Colon excluding rectum ,Stage unknown 
2011,Newfoundland and Labrador,Males,"High 95% confidence interval, cancer incidence rate",Colon excluding rectum ,Stage not available 
2011,Newfoundland and Labrador,Males,Total number of cancer cases,Colon excluding rectum ,Stage not available 
2011,Newfoundland and Labrador,Males,Total number of cancer cases,Colon excluding rectum ,Stage not available 
2011,Newfoundland and Labrador,Males,Cancer incidence rate,Colon excluding rectum ,Stage not available 
2011,Newfoundland and Labrador,Males,"Low 95% confidence interval, cancer incidence rate",Rectum and rectosigmoid ,All stages combined 
2011,Newfoundland and Labrador,Males,"High 95% confidence interval, cancer incidence rate",Rectum and rectosigmoid ,All stages combined 
2011,Newfoundland and Labrador,Males,Total number of cancer cases,Rectum and rectosigmoid ,All stages combined 
2011,Newfoundland and Labrador,Males,Cancer incidence rate,Rectum and rectosigmoid ,All stages combined 
2011,Newfoundland and Labrador,Males,"Low 95% confidence interval, cancer incidence rate",Rectum and rectosigmoid ,Stage 0 
2011,Newfoundland and Labrador,Males,"High 95% confidence interval, cancer incidence rate",Rectum and rectosigmoid ,Stage 0 
2011,Newfoundland and Labrador,Males,Total number of cancer cases,Rectum and rectosigmoid ,Stage 0 
2011,Newfoundland and Labrador,Males,Cancer incidence rate,Rectum and rectosigmoid ,Stage 0 
2011,Newfoundland and Labrador,Males,"Low 95% confidence interval, cancer incidence rate",Rectum and rectosigmoid ,Stage I 
2011,Newfoundland and Labrador,Males,"High 95% confidence interval, cancer incidence rate",Rectum and rectosigmoid ,Stage I 
2011,Newfoundland and Labrador,Males,Total number of cancer cases,Rectum and rectosigmoid ,Stage I 
2011,Newfoundland and Labrador,Males,Cancer incidence rate,Rectum and rectosigmoid ,Stage I 
2011,Newfoundland and Labrador,Males,"Low 95% confidence interval, cancer incidence rate",Rectum and rectosigmoid ,Stage II 
2011,Newfoundland and Labrador,Males,"High 95% confidence interval, cancer incidence rate",Rectum and rectosigmoid ,Stage II 
2011,Newfoundland and Labrador,Males,Total number of cancer cases,Rectum and rectosigmoid ,Stage II 
2011,Newfoundland and Labrador,Males,Cancer incidence rate,Rectum and rectosigmoid ,Stage II 
2011,Newfoundland and Labrador,Males,"Low 95% confidence interval, cancer incidence rate",Rectum and rectosigmoid ,Stage III 
2011,Newfoundland and Labrador,Males,"High 95% confidence interval, cancer incidence rate",Rectum and rectosigmoid ,Stage III 
2011,Newfoundland and Labrador,Males,Total number of cancer cases,Rectum and rectosigmoid ,Stage III 
2011,Newfoundland and Labrador,Males,Total number of cancer cases,Rectum and rectosigmoid ,Stage III 
2011,Newfoundland and Labrador,Males,Cancer incidence rate,Rectum and rectosigmoid ,Stage IV 
2011,Newfoundland and Labrador,Males,"Low 95% confidence interval, cancer incidence rate",Rectum and rectosigmoid ,Stage IV 
2011,Newfoundland and Labrador,Males,"High 95% confidence interval, cancer incidence rate",Rectum and rectosigmoid ,Stage IV 
2011,Newfoundland and Labrador,Males,Total number of cancer cases,Rectum and rectosigmoid ,Stage IV 
2011,Newfoundland and Labrador,Males,Total number of cancer cases,Rectum and rectosigmoid ,Stage unknown 
2011,Newfoundland and Labrador,Males,Cancer incidence rate,Rectum and rectosigmoid ,Stage unknown 
2011,Newfoundland and Labrador,Males,"Low 95% confidence interval, cancer incidence rate",Rectum and rectosigmoid ,Stage unknown 
2011,Newfoundland and Labrador,Males,"High 95% confidence interval, cancer incidence rate",Rectum and rectosigmoid ,Stage unknown 
2011,Newfoundland and Labrador,Males,Total number of cancer cases,Rectum and rectosigmoid ,Stage not available 
2011,Newfoundland and Labrador,Males,Cancer incidence rate,Rectum and rectosigmoid ,Stage not available 
2011,Newfoundland and Labrador,Males,"Low 95% confidence interval, cancer incidence rate",Rectum and rectosigmoid ,Stage not available 
2011,Newfoundland and Labrador,Males,"High 95% confidence interval, cancer incidence rate",Rectum and rectosigmoid ,Stage not available 
2011,Newfoundland and Labrador,Males,Total number of cancer cases,Lung and bronchus ,All stages combined 
2011,Newfoundland and Labrador,Males,Cancer incidence rate,Lung and bronchus ,All stages combined 
2011,Newfoundland and Labrador,Males,"Low 95% confidence interval, cancer incidence rate",Lung and bronchus ,All stages combined 
2011,Newfoundland and Labrador,Males,"High 95% confidence interval, cancer incidence rate",Lung and bronchus ,All stages combined 
2011,Newfoundland and Labrador,Males,Total number of cancer cases,Lung and bronchus ,Stage 0 
2011,Newfoundland and Labrador,Males,Cancer incidence rate,Lung and bronchus ,Stage I 
2011,Newfoundland and Labrador,Males,"Low 95% confidence interval, cancer incidence rate",Lung and bronchus ,Stage I 
2011,Newfoundland and Labrador,Males,"High 95% confidence interval, cancer incidence rate",Lung and bronchus ,Stage I 
2011,Newfoundland and Labrador,Males,Total number of cancer cases,Lung and bronchus ,Stage I 
2011,Newfoundland and Labrador,Males,Cancer incidence rate,Lung and bronchus ,Stage II 
2011,Newfoundland and Labrador,Males,"Low 95% confidence interval, cancer incidence rate",Lung and bronchus ,Stage II 
2011,Newfoundland and Labrador,Males,"High 95% confidence interval, cancer incidence rate",Lung and bronchus ,Stage II 
2011,Newfoundland and Labrador,Males,Total number of cancer cases,Lung and bronchus ,Stage II 
2011,Newfoundland and Labrador,Females,Total number of cancer cases,Lung and bronchus ,Stage III 
2011,Newfoundland and Labrador,Females,Cancer incidence rate,Lung and bronchus ,Stage III 
2011,Newfoundland and Labrador,Females,"Low 95% confidence interval, cancer incidence rate",Lung and bronchus ,Stage III 
2011,Newfoundland and Labrador,Females,"High 95% confidence interval, cancer incidence rate",Lung and bronchus ,Stage III 
2011,Newfoundland and Labrador,Females,Total number of cancer cases,Lung and bronchus ,Stage IV 
2011,Newfoundland and Labrador,Females,Cancer incidence rate,Lung and bronchus ,Stage IV 
2011,Newfoundland and Labrador,Females,"Low 95% confidence interval, cancer incidence rate",Lung and bronchus ,Stage IV 
2011,Newfoundland and Labrador,Females,"High 95% confidence interval, cancer incidence rate",Lung and bronchus ,Stage IV 
2011,Newfoundland and Labrador,Females,Total number of cancer cases,Lung and bronchus ,Stage unknown 
2011,Newfoundland and Labrador,Females,Cancer incidence rate,Lung and bronchus ,Stage unknown 
2011,Newfoundland and Labrador,Females,"Low 95% confidence interval, cancer incidence rate",Lung and bronchus ,Stage unknown 
2011,Newfoundland and Labrador,Females,"High 95% confidence interval, cancer incidence rate",Lung and bronchus ,Stage unknown 
2011,Newfoundland and Labrador,Females,Total number of cancer cases,Lung and bronchus ,Stage not available 
2011,Newfoundland and Labrador,Females,Cancer incidence rate,Lung and bronchus ,Stage not available 
2011,Newfoundland and Labrador,Females,"Low 95% confidence interval, cancer incidence rate",Lung and bronchus ,Stage not available 
2011,Newfoundland and Labrador,Females,"High 95% confidence interval, cancer incidence rate",Lung and bronchus ,Stage not available 
2011,Newfoundland and Labrador,Females,Total number of cancer cases,Prostate ,All stages combined 
2011,Newfoundland and Labrador,Females,Cancer incidence rate,Prostate ,All stages combined 
2011,Newfoundland and Labrador,Females,"Low 95% confidence interval, cancer incidence rate",Prostate ,All stages combined 
2011,Newfoundland and Labrador,Females,"High 95% confidence interval, cancer incidence rate",Prostate ,All stages combined 
2011,Newfoundland and Labrador,Females,Total number of cancer cases,Prostate ,Stage 0 
2011,Newfoundland and Labrador,Females,Cancer incidence rate,Prostate ,Stage I 
2011,Newfoundland and Labrador,Females,"Low 95% confidence interval, cancer incidence rate",Prostate ,Stage I 
2011,Newfoundland and Labrador,Females,"High 95% confidence interval, cancer incidence rate",Prostate ,Stage I 
2011,Newfoundland and Labrador,Females,Total number of cancer cases,Prostate ,Stage I 
2011,Newfoundland and Labrador,Females,Cancer incidence rate,Prostate ,Stage II 
2011,Newfoundland and Labrador,Females,"Low 95% confidence interval, cancer incidence rate",Prostate ,Stage II 
2011,Newfoundland and Labrador,Females,"High 95% confidence interval, cancer incidence rate",Prostate ,Stage II 
2011,Newfoundland and Labrador,Females,Total number of cancer cases,Prostate ,Stage II 
2011,Newfoundland and Labrador,Females,Total number of cancer cases,Prostate ,Stage III 
2011,Newfoundland and Labrador,Females,Cancer incidence rate,Prostate ,Stage III 
2011,Newfoundland and Labrador,Females,"Low 95% confidence interval, cancer incidence rate",Prostate ,Stage III 
2011,Newfoundland and Labrador,Females,"High 95% confidence interval, cancer incidence rate",Prostate ,Stage III 
2011,Newfoundland and Labrador,Females,Total number of cancer cases,Prostate ,Stage IV 
2011,Newfoundland and Labrador,Females,Cancer incidence rate,Prostate ,Stage IV 
2011,Newfoundland and Labrador,Females,"Low 95% confidence interval, cancer incidence rate",Prostate ,Stage IV 
2011,Newfoundland and Labrador,Females,"High 95% confidence interval, cancer incidence rate",Prostate ,Stage IV 
2011,Newfoundland and Labrador,Females,Total number of cancer cases,Prostate ,Stage unknown 
2011,Newfoundland and Labrador,Females,Cancer incidence rate,Prostate ,Stage unknown 
2011,Newfoundland and Labrador,Females,"Low 95% confidence interval, cancer incidence rate",Prostate ,Stage unknown 
2011,Newfoundland and Labrador,Females,"High 95% confidence interval, cancer incidence rate",Prostate ,Stage unknown 
2011,Newfoundland and Labrador,Females,Total number of cancer cases,Prostate ,Stage not available 
2011,Newfoundland and Labrador,Females,Cancer incidence rate,Prostate ,Stage not available 
2011,Newfoundland and Labrador,Females,"Low 95% confidence interval, cancer incidence rate",Prostate ,Stage not available 
2011,Newfoundland and Labrador,Females,"High 95% confidence interval, cancer incidence rate",Prostate ,Stage not available 
2011,Newfoundland and Labrador,Females,Total number of cancer cases,Colon and rectum ,All stages combined 
2011,Newfoundland and Labrador,Females,Cancer incidence rate,Colon and rectum ,All stages combined 
2011,Newfoundland and Labrador,Females,"Low 95% confidence interval, cancer incidence rate",Colon and rectum ,All stages combined 
2011,Newfoundland and Labrador,Females,"High 95% confidence interval, cancer incidence rate",Colon and rectum ,All stages combined 
2011,Newfoundland and Labrador,Females,Total number of cancer cases,Colon and rectum ,Stage 0 
2011,Newfoundland and Labrador,Females,Cancer incidence rate,Colon and rectum ,Stage 0 
2011,Newfoundland and Labrador,Females,"Low 95% confidence interval, cancer incidence rate",Colon and rectum ,Stage 0 
2011,Newfoundland and Labrador,Females,"High 95% confidence interval, cancer incidence rate",Colon and rectum ,Stage 0 
2011,Newfoundland and Labrador,Females,Total number of cancer cases,Colon and rectum ,Stage I 
2011,Newfoundland and Labrador,Females,Cancer incidence rate,Colon and rectum ,Stage I 
2011,Newfoundland and Labrador,Females,"Low 95% confidence interval, cancer incidence rate",Colon and rectum ,Stage I 
2011,Newfoundland and Labrador,Females,"High 95% confidence interval, cancer incidence rate",Colon and rectum ,Stage I 
2011,Newfoundland and Labrador,Females,Total number of cancer cases,Colon and rectum ,Stage II 
2011,Newfoundland and Labrador,Females,Total number of cancer cases,Colon and rectum ,Stage II 
2011,Newfoundland and Labrador,Females,Cancer incidence rate,Colon and rectum ,Stage II 
2011,Newfoundland and Labrador,Females,"Low 95% confidence interval, cancer incidence rate",Colon and rectum ,Stage II 
2011,Newfoundland and Labrador,Females,"High 95% confidence interval, cancer incidence rate",Colon and rectum ,Stage III 
2011,Newfoundland and Labrador,Females,Total number of cancer cases,Colon and rectum ,Stage III 
2011,Newfoundland and Labrador,Females,Total number of cancer cases,Colon and rectum ,Stage III 
2011,Newfoundland and Labrador,Females,Cancer incidence rate,Colon and rectum ,Stage III 
2011,Newfoundland and Labrador,Females,"Low 95% confidence interval, cancer incidence rate",Colon and rectum ,Stage IV 
2011,Newfoundland and Labrador,Females,"High 95% confidence interval, cancer incidence rate",Colon and rectum ,Stage IV 
2011,Newfoundland and Labrador,Females,Total number of cancer cases,Colon and rectum ,Stage IV 
2011,Newfoundland and Labrador,Females,Cancer incidence rate,Colon and rectum ,Stage IV 
2011,Newfoundland and Labrador,Females,"Low 95% confidence interval, cancer incidence rate",Colon and rectum ,Stage unknown 
2011,Newfoundland and Labrador,Females,"High 95% confidence interval, cancer incidence rate",Colon and rectum ,Stage unknown 
2011,Newfoundland and Labrador,Females,Total number of cancer cases,Colon and rectum ,Stage unknown 
2011,Newfoundland and Labrador,Females,Cancer incidence rate,Colon and rectum ,Stage unknown 
2011,Newfoundland and Labrador,Females,"Low 95% confidence interval, cancer incidence rate",Colon and rectum ,Stage not available 
2011,Newfoundland and Labrador,Females,"High 95% confidence interval, cancer incidence rate",Colon and rectum ,Stage not available 
2011,Newfoundland and Labrador,Females,Total number of cancer cases,Colon and rectum ,Stage not available 
2011,Newfoundland and Labrador,Females,Cancer incidence rate,Colon and rectum ,Stage not available 
2011,Newfoundland and Labrador,Females,"Low 95% confidence interval, cancer incidence rate",Colon excluding rectum ,All stages combined 
2011,Newfoundland and Labrador,Females,"High 95% confidence interval, cancer incidence rate",Colon excluding rectum ,All stages combined 
2011,Newfoundland and Labrador,Females,Total number of cancer cases,Colon excluding rectum ,All stages combined 
2011,Newfoundland and Labrador,Females,Cancer incidence rate,Colon excluding rectum ,All stages combined 
2011,Newfoundland and Labrador,Females,"Low 95% confidence interval, cancer incidence rate",Colon excluding rectum ,Stage 0 
2011,Newfoundland and Labrador,Females,"High 95% confidence interval, cancer incidence rate",Colon excluding rectum ,Stage 0 
2011,Newfoundland and Labrador,Females,Total number of cancer cases,Colon excluding rectum ,Stage 0 
2011,Newfoundland and Labrador,Females,Total number of cancer cases,Colon excluding rectum ,Stage 0 
